cell_id,glat,glng,lat,lng,count,weight
396,35.1,-120.60000000000001,35.114784439726904,-120.59963267759451,1181,2372
397,35.1,-120.5,35.078251776993596,-120.51881203826906,521,1053
398,35.1,-120.4,35.10723861904762,-120.40625152380952,21,42
399,35.1,-120.10000000000001,35.10433521395884,-120.09750328281835,45,94
400,35.1,-120.0,35.066349644220004,-119.97313031133014,29,58
401,35.1,-119.5,35.133592523255814,-119.46312455813954,172,344
402,35.1,-119.4,35.087961364605064,-119.39501810445907,111,227
403,35.1,-119.30000000000001,35.06868117442158,-119.31418206128001,68,135
404,35.1,-119.2,35.07710335365895,-119.21559877279645,35,70
405,35.1,-119.10000000000001,35.09631858045527,-119.10174080363595,133,268
406,35.1,-119.0,35.084070138282705,-118.9895306720118,708,1484
407,35.1,-118.9,35.103457028513546,-118.8968671333472,149,299
408,35.1,-118.60000000000001,35.1211033498128,-118.58201656167314,62,124
409,35.1,-118.5,35.12602090173082,-118.48944167304217,559,1139
410,35.1,-118.4,35.10952409768217,-118.40107848625418,275,567
411,35.1,-118.30000000000001,35.10640623498953,-118.30694217092405,200,409
412,35.1,-118.2,35.08217608644213,-118.18546067698601,314,638
413,35.1,-118.10000000000001,35.10453370844011,-118.13472863106844,166,338
414,35.1,-117.60000000000001,35.09829742021954,-117.57029804167543,24,48
415,35.2,-120.80000000000001,35.225517,-120.76356319047619,21,41
416,35.2,-120.7,35.19271730162742,-120.689115692072,842,1693
417,35.2,-120.60000000000001,35.2039136238983,-120.61089087047456,295,597
418,35.2,-120.5,35.17929564861004,-120.50802111519577,49,98
419,35.2,-120.4,35.19417976190476,-120.43282628571428,21,42
420,35.2,-119.60000000000001,35.234775310502,-119.58647340805666,34,72
421,35.2,-119.5,35.1612876750008,-119.46686085859201,183,365
422,35.2,-119.4,35.191208155360854,-119.42228841399726,155,312
423,35.2,-119.2,35.205705034368556,-119.17650002705821,109,233
424,35.2,-119.10000000000001,35.18547791318665,-119.10396536924563,246,514
425,35.2,-119.0,35.2085582802598,-119.00599975689305,482,973
426,35.2,-118.9,35.20897052400029,-118.8994757601162,351,725
427,35.2,-118.80000000000001,35.21328912220934,-118.81675969575228,165,348
428,35.2,-118.7,35.21356348613123,-118.72999267442745,31,62
429,35.2,-118.60000000000001,35.2313148064929,-118.57546445042588,277,568
430,35.2,-118.5,35.18845286004236,-118.51138319239028,244,497
431,35.2,-118.0,35.214100165608336,-118.00562640922789,26,52
432,35.2,-117.60000000000001,35.215934089493835,-117.60502981847561,30,61
433,35.300000000000004,-120.9,35.30719193997468,-120.85845444517741,22,44
434,35.300000000000004,-120.80000000000001,35.314021507224545,-120.81870600074728,365,728
435,35.300000000000004,-120.7,35.287737518783615,-120.68481873484495,658,1323
436,35.300000000000004,-120.60000000000001,35.32234135058555,-120.62900513756558,274,552
437,35.300000000000004,-119.60000000000001,35.3053322250408,-119.61993436412486,43,88
438,35.300000000000004,-119.5,35.30973754680064,-119.4679811652841,28,56
439,35.300000000000004,-119.30000000000001,35.29241744374103,-119.26580732488593,313,656
440,35.300000000000004,-119.2,35.271139997025465,-119.22329362158249,175,372
441,35.300000000000004,-119.10000000000001,35.286890167656814,-119.09513776238487,208,424
442,35.300000000000004,-119.0,35.31735448991463,-119.02080839550104,3303,6658
443,35.300000000000004,-118.9,35.28753314066152,-118.91088784306366,1173,2371
444,35.300000000000004,-118.80000000000001,35.31010659500823,-118.8147238610822,327,677
445,35.300000000000004,-118.7,35.27440555629229,-118.69232680299756,244,506
446,35.300000000000004,-118.60000000000001,35.27069629172253,-118.62511194591946,152,306
447,35.300000000000004,-118.0,35.30932154786752,-117.98817754167699,63,128
448,35.300000000000004,-117.60000000000001,35.285339085502905,-117.61102993095007,42,84
449,35.4,-120.9,35.421699019428175,-120.88000839584086,163,328
450,35.4,-120.80000000000001,35.397334319712265,-120.79402639533532,218,442
451,35.4,-120.60000000000001,35.39864519733707,-120.6234533950107,443,896
452,35.4,-120.5,35.41422313149617,-120.51701727415112,53,105
453,35.4,-119.7,35.41582732321016,-119.67765158421514,42,84
454,35.4,-119.5,35.41932052994717,-119.4782903813284,156,329
455,35.4,-119.4,35.40284960478543,-119.40088607377339,323,685
456,35.4,-119.30000000000001,35.391839809337824,-119.28800837325537,379,787
457,35.4,-119.2,35.389122805341565,-119.1851881446096,381,771
458,35.4,-119.10000000000001,35.40923288603428,-119.08116319959174,2955,5924
459,35.4,-119.0,35.38644723437028,-119.01282327977607,7697,15515
460,35.4,-118.9,35.37487429416097,-118.92647255359405,1771,3554
461,35.4,-118.80000000000001,35.42757796416337,-118.81066383347685,152,330
462,35.4,-118.0,35.408941386193504,-117.9798167035782,49,98
463,35.4,-117.7,35.425471412171966,-117.6711753025611,38,76
464,35.4,-117.60000000000001,35.36906683023121,-117.62225031131531,49,106
465,35.5,-121.10000000000001,35.546492,-121.08129942857143,28,56
466,35.5,-121.0,35.5093991140286,-121.01253167730498,91,182
467,35.5,-120.9,35.495937348081824,-120.8903194503307,74,146
468,35.5,-120.80000000000001,35.531762828789184,-120.81105211358606,64,128
469,35.5,-120.7,35.50629242592332,-120.69340001780975,657,1329
470,35.5,-120.60000000000001,35.50305029856323,-120.6146045397962,196,395
471,35.5,-120.5,35.51582427537475,-120.50974061543202,87,178
472,35.5,-120.4,35.4711227104475,-120.39922398295451,20,40
473,35.5,-119.7,35.49858555630732,-119.71656904862728,83,169
474,35.5,-119.60000000000001,35.51733892075847,-119.58210356263636,62,125
475,35.5,-119.5,35.48820229902675,-119.51159187139294,226,485
476,35.5,-119.4,35.50216480219067,-119.38100168511089,86,173
477,35.5,-119.30000000000001,35.50639695002777,-119.29921619101066,213,439
478,35.5,-119.2,35.508533154452,-119.17329165993159,351,708
479,35.5,-119.10000000000001,35.49011227715437,-119.08832333726994,171,367
480,35.5,-119.0,35.488999389833175,-119.0055812387859,49,98
481,35.5,-118.80000000000001,35.4664113125,-118.76580746875,32,67
482,35.5,-118.7,35.505696754981855,-118.69007740710227,133,308
483,35.5,-118.60000000000001,35.53694621365884,-118.62591676618698,59,125
484,35.5,-117.9,35.53154316367172,-117.93378847682352,23,46
485,35.5,-117.7,35.49551622795183,-117.66812586057085,30,61
486,35.6,-121.2,35.63725859090909,-121.1744859090909,22,44
487,35.6,-121.10000000000001,35.57109860840947,-121.09866663026132,290,582
488,35.6,-120.80000000000001,35.57658600369989,-120.7774392472288,105,210
489,35.6,-120.7,35.59420953825565,-120.69780042503068,841,1690
490,35.6,-120.60000000000001,35.594000584382705,-120.59967906805389,166,332
491,35.6,-120.5,35.57980198591161,-120.51546406742371,48,96
492,35.6,-120.4,35.623711807621746,-120.40414629259945,26,56
493,35.6,-119.9,35.615861736399445,-119.87870173964302,81,172
494,35.6,-119.80000000000001,35.58732998084677,-119.79030915636856,42,86
495,35.6,-119.7,35.61664202114133,-119.67081334556046,483,1026
496,35.6,-119.60000000000001,35.59975365451112,-119.61431557085571,132,279
497,35.6,-119.5,35.5911666137375,-119.49000545831674,74,148
498,35.6,-119.4,35.58863909783304,-119.40469684762681,121,255
499,35.6,-119.30000000000001,35.59356748667579,-119.31591017974048,271,575
500,35.6,-119.2,35.60099382920391,-119.20675763631918,447,900
501,35.6,-119.10000000000001,35.596358525357466,-119.09117507008013,56,124
502,35.6,-118.80000000000001,35.629295266388915,-118.81711583552955,25,50
503,35.6,-118.60000000000001,35.56974593103448,-118.59557548275862,29,58
504,35.6,-118.5,35.610556771375386,-118.48590718017223,291,596
505,35.6,-118.4,35.63983130487805,-118.39607114634146,82,171
506,35.6,-117.9,35.60694949783654,-117.90172518332544,64,138
507,35.6,-117.80000000000001,35.63389504900554,-117.79119450124814,75,150
508,35.6,-117.7,35.60002160649145,-117.70202522127062,113,226
509,35.7,-121.30000000000001,35.69018554545455,-121.28534381818181,22,44
510,35.7,-120.9,35.714781200000004,-120.87828418571428,70,140
511,35.7,-120.80000000000001,35.68909279809914,-120.79268020216453,82,164
512,35.7,-120.7,35.70412902485985,-120.69908237593869,314,626
513,35.7,-120.60000000000001,35.686012311674745,-120.60039736507152,133,268
514,35.7,-120.5,35.65780573631075,-120.507953582369,69,139
515,35.7,-120.4,35.661736389528876,-120.387673504277,79,172
516,35.7,-120.30000000000001,35.71704764640529,-120.30300024153371,153,317
517,35.7,-120.2,35.73324421511993,-120.20937071704026,32,68
518,35.7,-120.10000000000001,35.68288235073936,-120.10688091276458,40,79
519,35.7,-119.9,35.72162478042417,-119.91699994722805,37,74
520,35.7,-119.7,35.712386988133744,-119.7245849678914,316,693
521,35.7,-119.4,35.705925200342264,-119.39613257683202,36,71
522,35.7,-119.30000000000001,35.69913239673965,-119.30859197506065,140,279
523,35.7,-119.2,35.704040709630455,-119.22266880439224,454,913
524,35.7,-119.10000000000001,35.68494772430232,-119.08235877586635,75,158
525,35.7,-118.7,35.72321143052681,-118.7100356438772,33,66
526,35.7,-118.5,35.69604118147335,-118.47762520717794,161,328
527,35.7,-118.4,35.67692344700158,-118.4210479550462,88,199
528,35.7,-118.30000000000001,35.66449390891343,-118.29931609179123,54,112
529,35.7,-118.2,35.69887361117788,-118.20433770721111,37,74
530,35.7,-118.10000000000001,35.71934839719867,-118.0942998449559,28,56
531,35.7,-118.0,35.66327296722037,-118.02492418969997,61,122
532,35.7,-117.9,35.69834259388492,-117.86816480096412,34,69
533,35.7,-117.80000000000001,35.66446378681779,-117.79957189592008,84,172
534,35.7,-117.7,35.65176732663158,-117.71632009172286,44,88
535,35.7,-117.4,35.69167202815679,-117.39945306829993,24,50
536,35.800000000000004,-121.4,35.830324306362634,-121.38567701304926,43,87
537,35.800000000000004,-121.30000000000001,35.77958096567995,-121.330801906152,47,105
538,35.800000000000004,-120.9,35.77452705821902,-120.89565811970111,29,57
539,35.800000000000004,-120.80000000000001,35.82080678316312,-120.77079187091626,45,90
540,35.800000000000004,-120.7,35.77243366349242,-120.71158424500226,176,353
541,35.800000000000004,-120.2,35.775448603518264,-120.21851042437079,40,82
542,35.800000000000004,-120.10000000000001,35.80048195686839,-120.10702048144346,38,78
543,35.800000000000004,-120.0,35.78281329521872,-119.97911380223847,23,46
544,35.800000000000004,-119.80000000000001,35.79433819409948,-119.78599400777776,145,296
545,35.800000000000004,-119.4,35.798154289764256,-119.37829065634659,66,136
546,35.800000000000004,-119.30000000000001,35.79735956158783,-119.26328248391229,585,1183
547,35.800000000000004,-119.2,35.78327850337166,-119.21473891315176,279,566
548,35.800000000000004,-119.10000000000001,35.79391748592723,-119.08865944680824,285,583
549,35.800000000000004,-118.4,35.76253693798006,-118.42594220954471,58,116
550,35.800000000000004,-117.9,35.80084978530688,-117.87343457915475,47,95
551,35.800000000000004,-117.4,35.7697045483871,-117.37387716129032,31,62
552,35.9,-121.5,35.910373294451134,-121.4656179934441,35,70
553,35.9,-121.10000000000001,35.92726122350514,-121.08474626310287,23,45
554,35.9,-120.9,35.92471583928098,-120.88092695162968,58,119
555,35.9,-120.80000000000001,35.87167762401016,-120.82851630631875,85,177
556,35.9,-120.0,35.89718004577623,-120.0411913192636,75,156
557,35.9,-119.9,35.921124963064806,-119.89998644305447,148,331
558,35.9,-119.60000000000001,35.9265192451763,-119.59514259190898,39,78
559,35.9,-119.5,35.89290225979795,-119.49449827804739,32,64
560,35.9,-119.4,35.89470163794125,-119.40522530559022,57,115
561,35.9,-119.30000000000001,35.896491364373084,-119.27558379541199,588,1184
562,35.9,-119.2,35.89111496757233,-119.20024298241965,58,114
563,35.9,-119.10000000000001,35.89818712591772,-119.08752840326376,147,302
564,35.9,-119.0,35.93748893617021,-119.01609961702128,47,94
565,36.0,-121.5,36.000773661316714,-121.51354546645297,24,48
566,36.0,-121.2,35.997037303411034,-121.17957284024875,21,42
567,36.0,-120.9,35.99449326767472,-120.90624407062677,98,195
568,36.0,-120.0,35.99402785319089,-119.9652434985033,383,817
569,36.0,-119.9,35.95711873785989,-119.93503428213371,28,60
570,36.0,-119.60000000000001,36.01055529381803,-119.5923507644092,30,60
571,36.0,-119.5,36.007722997704555,-119.4905474505442,72,151
572,36.0,-119.4,36.00425416826049,-119.38673425843591,23,46
573,36.0,-119.30000000000001,35.98604970913545,-119.29548445707094,413,833
574,36.0,-119.2,35.99106962481682,-119.19584578762746,49,97
575,36.0,-119.10000000000001,35.993071526482744,-119.09602494725995,154,308
576,36.0,-119.0,36.0029668426594,-119.02057200202498,300,600
577,36.0,-118.9,36.036261072088706,-118.91165429231714,87,174
578,36.0,-118.80000000000001,36.026064105645055,-118.7991742954101,32,64
579,36.0,-117.9,36.02079689202967,-117.93843805985162,39,78
580,36.1,-121.60000000000001,36.09561940478745,-121.61672374722079,29,58
581,36.1,-121.10000000000001,36.116752818582235,-121.11876759128172,24,48
582,36.1,-121.0,36.10440305292833,-121.01258921070712,141,284
583,36.1,-120.5,36.086229910443684,-120.48986728986833,28,56
584,36.1,-120.4,36.12584755,-120.37940888749999,80,168
585,36.1,-120.30000000000001,36.1305657825,-120.29411950576923,52,104
586,36.1,-120.2,36.128885595849745,-120.17335223776432,200,429
587,36.1,-120.10000000000001,36.084790875536974,-120.09654809778455,249,542
588,36.1,-120.0,36.119409112431875,-120.02039326917445,40,79
589,36.1,-119.9,36.10625270880146,-119.9030689720345,46,98
590,36.1,-119.60000000000001,36.10443131724122,-119.58445107191402,188,374
591,36.1,-119.5,36.107460607622976,-119.52027063041166,140,282
592,36.1,-119.4,36.091582640215215,-119.38316637355116,65,131
593,36.1,-119.30000000000001,36.088643922672304,-119.31374239515176,458,921
594,36.1,-119.2,36.09077441766662,-119.20608857473285,151,306
595,36.1,-119.10000000000001,36.103519709899565,-119.09299593376335,566,1132
596,36.1,-119.0,36.07418248115666,-119.0146093882499,586,1177
597,36.1,-118.9,36.08152998268557,-118.88892616391692,89,186
598,36.1,-118.80000000000001,36.11980172537439,-118.81639557147581,82,164
599,36.2,-121.80000000000001,36.233098779220775,-121.7693581038961,77,165
600,36.2,-121.7,36.19368185774338,-121.71649192004843,44,90
601,36.2,-121.2,36.21263806034192,-121.16294983623071,110,224
602,36.2,-121.10000000000001,36.19884347943099,-121.11884324173084,498,1003
603,36.2,-120.80000000000001,36.188457997057604,-120.81145719884236,63,125
604,36.2,-120.7,36.1841794010455,-120.70201517311024,55,109
605,36.2,-120.4,36.177865319570586,-120.37039242059153,23,46
606,36.2,-120.30000000000001,36.21595160784314,-120.3141904117647,51,103
607,36.2,-120.2,36.19696019838023,-120.20569522785664,93,196
608,36.2,-120.10000000000001,36.20056889506966,-120.09825948905203,61,122
609,36.2,-120.0,36.18294047350612,-119.9835527902292,38,76
610,36.2,-119.9,36.19468321152399,-119.90339694770488,37,74
611,36.2,-119.80000000000001,36.212199449630184,-119.79512713855144,261,526
612,36.2,-119.7,36.21745487339775,-119.69751190003076,91,181
613,36.2,-119.60000000000001,36.21051586279574,-119.61107798620935,145,288
614,36.2,-119.5,36.19647164907662,-119.48782268094054,145,287
615,36.2,-119.4,36.20967432508998,-119.39209918522867,298,598
616,36.2,-119.30000000000001,36.20414253295699,-119.31864293276347,907,1824
617,36.2,-119.2,36.20455961026732,-119.20611870930131,217,438
618,36.2,-119.10000000000001,36.198653950949975,-119.10082046291318,488,977
619,36.2,-119.0,36.18015473913044,-119.02505673913043,46,92
620,36.300000000000004,-121.9,36.31942984048339,-121.88338671393514,77,154
621,36.300000000000004,-121.80000000000001,36.273337132582725,-121.8179845409251,74,148
622,36.300000000000004,-121.4,36.26475848477041,-121.40495817457018,27,54
623,36.300000000000004,-121.30000000000001,36.32122126201492,-121.27145315968617,178,356
624,36.300000000000004,-121.2,36.30796363276234,-121.21344815937195,332,668
625,36.300000000000004,-121.10000000000001,36.2636579447621,-121.13912855630977,28,56
626,36.300000000000004,-120.30000000000001,36.300673429497486,-120.27811040174743,179,407
627,36.300000000000004,-120.2,36.26376227422922,-120.23733713603994,235,521
628,36.300000000000004,-120.10000000000001,36.279872086634484,-120.10309081315683,62,129
629,36.300000000000004,-120.0,36.2636460977621,-120.00335700326742,26,53
630,36.300000000000004,-119.9,36.27609982252033,-119.88434945691868,156,312
631,36.300000000000004,-119.80000000000001,36.30175508053902,-119.79401682013963,484,971
632,36.300000000000004,-119.7,36.30953336376267,-119.69722185497666,786,1586
633,36.300000000000004,-119.60000000000001,36.31833571733185,-119.61130114248472,631,1273
634,36.300000000000004,-119.5,36.319331112413785,-119.4882175598946,197,396
635,36.300000000000004,-119.4,36.310687688597454,-119.39081046877445,1105,2216
636,36.300000000000004,-119.30000000000001,36.3135938393156,-119.303330759192,1660,4496
637,36.300000000000004,-119.2,36.30900711682166,-119.20544454230593,570,1140
638,36.300000000000004,-119.10000000000001,36.30411587637443,-119.11828260926558,480,962
639,36.300000000000004,-118.0,36.30619509068673,-118.01028873324708,35,71
640,36.4,-121.9,36.38936451236432,-121.90527787470954,147,299
641,36.4,-121.7,36.43032525454546,-121.67668685454545,55,109
642,36.4,-121.60000000000001,36.39712063727472,-121.58986224086493,37,73
643,36.4,-121.4,36.43786995153623,-121.3650426474653,105,207
644,36.4,-121.30000000000001,36.409382844970224,-121.31619892595472,467,941
645,36.4,-121.0,36.40033697858319,-121.00157175983355,30,60
646,36.4,-120.4,36.432992970500614,-120.39196416993467,233,510
647,36.4,-120.30000000000001,36.38157172727273,-120.32848645454546,44,91
648,36.4,-120.2,36.376796688642166,-120.19767265081883,23,46
649,36.4,-120.10000000000001,36.4190781875,-120.10997731249999,32,64
650,36.4,-120.0,36.422219326336965,-119.97939627428174,23,45
651,36.4,-119.9,36.41983216611154,-119.87326015222278,189,379
652,36.4,-119.80000000000001,36.412943467367256,-119.80118996068713,396,790
653,36.4,-119.7,36.39912000942842,-119.69298546983838,261,523
654,36.4,-119.60000000000001,36.3950419199021,-119.62181561921321,228,466
655,36.4,-119.5,36.42240631058843,-119.49343705092672,82,159
656,36.4,-119.4,36.36778170368315,-119.411596037868,357,719
657,36.4,-119.30000000000001,36.38483279604039,-119.29544639549745,447,1223
658,36.4,-119.2,36.388716727094675,-119.20679821414272,280,557
659,36.4,-119.10000000000001,36.394463454760675,-119.11283408181338,215,432
660,36.4,-119.0,36.39010218534174,-119.01311553720312,112,223
661,36.4,-118.9,36.42359687805381,-118.91634501022013,96,192
662,36.4,-117.30000000000001,36.38282124793867,-117.28302590006898,24,49
663,36.5,-121.9,36.52630934796039,-121.91345199611065,538,1075
664,36.5,-121.80000000000001,36.52090469374673,-121.78503529407851,196,392
665,36.5,-121.7,36.48156652941694,-121.72686483436931,185,368
666,36.5,-121.5,36.52306517761724,-121.46938253940377,212,424
667,36.5,-121.4,36.49027551138206,-121.41435425398214,462,920
668,36.5,-121.2,36.506027714285715,-121.18480409523809,21,42
669,36.5,-121.10000000000001,36.51072778787879,-121.11255236363635,33,69
670,36.5,-120.5,36.52971126033557,-120.48691016641466,124,283
671,36.5,-120.4,36.48565314360443,-120.4151121470712,47,101
672,36.5,-120.10000000000001,36.514155945945944,-120.09887835135136,37,72
673,36.5,-120.0,36.50490964370156,-119.98223187251038,31,62
674,36.5,-119.9,36.50300149009408,-119.88883097926528,67,132
675,36.5,-119.80000000000001,36.521163048319025,-119.80707354161615,419,839
676,36.5,-119.7,36.51477265863072,-119.69490586366184,171,341
677,36.5,-119.60000000000001,36.52519971392633,-119.59049456201357,1006,2022
678,36.5,-119.5,36.495043870258876,-119.5050398464242,743,1490
679,36.5,-119.4,36.50545256401003,-119.41059170516041,401,799
680,36.5,-119.30000000000001,36.51831387531907,-119.29376147652616,802,1682
681,36.5,-119.2,36.49341301452881,-119.20510577417767,70,142
682,36.5,-119.10000000000001,36.48899063246684,-119.1245836780713,46,94
683,36.5,-118.9,36.46032356044125,-118.8798421890155,36,72
684,36.6,-122.0,36.58026910344827,-121.95647062068966,87,174
685,36.6,-121.9,36.58517946205345,-121.89560365368402,1780,3591
686,36.6,-121.80000000000001,36.60429362173455,-121.81043606262587,786,1565
687,36.6,-121.7,36.6067874728047,-121.69894603543942,458,920
688,36.6,-121.60000000000001,36.6147675193457,-121.58541968573697,719,1457
689,36.6,-121.5,36.586509567725514,-121.52434643570325,532,1057
690,36.6,-121.2,36.57746174406893,-121.1888441564762,27,54
691,36.6,-120.60000000000001,36.61793712391169,-120.59916349732617,243,552
692,36.6,-120.5,36.56993188235294,-120.51224238235294,34,69
693,36.6,-120.4,36.5999964805258,-120.38644146393486,40,80
694,36.6,-120.30000000000001,36.63131182353467,-120.2718513839602,39,78
695,36.6,-120.2,36.62128718181818,-120.20282616666667,66,132
696,36.6,-120.10000000000001,36.60241711747641,-120.0828339700806,59,119
697,36.6,-120.0,36.62261495716466,-120.00056666220563,47,92
698,36.6,-119.9,36.60218383543219,-119.88602056939553,178,356
699,36.6,-119.80000000000001,36.60995643842287,-119.79203289620081,520,1031
700,36.6,-119.7,36.618242880494115,-119.68691966717753,1140,2293
701,36.6,-119.60000000000001,36.586950142960326,-119.6116095402456,1021,2047
702,36.6,-119.5,36.59968673799889,-119.50739340873507,398,796
703,36.6,-119.4,36.600197359448934,-119.4069922178004,493,993
704,36.6,-119.30000000000001,36.596729187238054,-119.3085981070606,360,719
705,36.6,-119.10000000000001,36.5805302526537,-119.11560596855097,20,40
706,36.6,-119.0,36.61393580952381,-119.0104851904762,21,42
707,36.6,-118.10000000000001,36.59872342986094,-118.06804566921801,108,216
708,36.7,-121.80000000000001,36.69267069188158,-121.79351935814839,686,1369
709,36.7,-121.7,36.701192862782094,-121.678834606225,1894,3790
710,36.7,-121.60000000000001,36.68584833402627,-121.62771004727587,1235,2491
711,36.7,-121.30000000000001,36.717294866428574,-121.28325322767857,56,112
712,36.7,-120.7,36.69683613308672,-120.66597920263726,113,252
713,36.7,-120.60000000000001,36.691822277382464,-120.58757800146084,28,56
714,36.7,-120.4,36.72424889079953,-120.38798272064885,115,228
715,36.7,-120.30000000000001,36.71290859450861,-120.30727791817117,57,112
716,36.7,-120.2,36.70815801820278,-120.189454410284,130,263
717,36.7,-120.10000000000001,36.718215154243545,-120.08231144394834,271,540
718,36.7,-120.0,36.72387445035387,-119.99362037096243,374,747
719,36.7,-119.9,36.7263837826688,-119.88373756422419,609,1208
720,36.7,-119.80000000000001,36.723341026634785,-119.79313006296836,4392,8820
721,36.7,-119.7,36.698080527873735,-119.71420070858007,1617,3230
722,36.7,-119.60000000000001,36.70813631276859,-119.59840775448133,827,1643
723,36.7,-119.5,36.71046581494891,-119.50059788342585,388,782
724,36.7,-119.4,36.69432658363912,-119.41639658029752,171,342
725,36.7,-119.30000000000001,36.698650331748944,-119.3031886481953,153,306
726,36.7,-119.2,36.71278531174134,-119.20985216270284,102,204
727,36.7,-119.10000000000001,36.71857465727794,-119.09133835415331,77,154
728,36.7,-119.0,36.71056673635989,-118.99528716856176,65,130
729,36.7,-118.10000000000001,36.70520512806055,-118.12517599991304,21,42
730,36.800000000000004,-121.80000000000001,36.786855229804345,-121.76816088356269,1006,1989
731,36.800000000000004,-121.7,36.78905454201739,-121.6916206597321,2232,4484
732,36.800000000000004,-121.60000000000001,36.80706568231403,-121.62507291490866,653,1314
733,36.800000000000004,-121.5,36.84034791926438,-121.49585511110392,492,1012
734,36.800000000000004,-121.4,36.82736720962876,-121.39089965177014,342,680
735,36.800000000000004,-121.30000000000001,36.787479763440864,-121.31363638709678,93,186
736,36.800000000000004,-120.80000000000001,36.83599393878533,-120.77103788550271,59,134
737,36.800000000000004,-120.7,36.778565026371794,-120.71953313901595,160,359
738,36.800000000000004,-120.5,36.82164908,-120.47869264,25,49
739,36.800000000000004,-120.4,36.798797962967015,-120.41691617058272,85,184
740,36.800000000000004,-120.2,36.80145925,-120.172279875,24,48
741,36.800000000000004,-120.10000000000001,36.79752735668199,-120.07792603626994,176,346
742,36.800000000000004,-120.0,36.794426556476346,-119.99542236217675,199,397
743,36.800000000000004,-119.9,36.79622944946673,-119.88977965439348,1381,2779
744,36.800000000000004,-119.80000000000001,36.7809370521936,-119.79513938888819,5535,11090
745,36.800000000000004,-119.7,36.779876647987074,-119.71652119714643,2338,4698
746,36.800000000000004,-119.60000000000001,36.79774938386084,-119.60305367792839,454,908
747,36.800000000000004,-119.5,36.7846922302888,-119.50572292706394,80,160
748,36.800000000000004,-119.4,36.79384452390075,-119.40283027969568,82,164
749,36.800000000000004,-119.30000000000001,36.79824620592594,-119.3154506243119,24,48
750,36.800000000000004,-119.2,36.75535534841745,-119.18639746382053,57,120
751,36.800000000000004,-118.2,36.8125903478702,-118.20830486594437,46,94
752,36.9,-121.9,36.943391434782605,-121.85515185869565,92,189
753,36.9,-121.80000000000001,36.911085772135955,-121.78483416489614,1738,3490
754,36.9,-121.7,36.89476419884126,-121.71977381667644,1551,3132
755,36.9,-121.60000000000001,36.87356215423056,-121.5937633978205,1552,3139
756,36.9,-121.5,36.91234133656239,-121.49450080776427,307,618
757,36.9,-121.4,36.89503903510537,-121.4068780759492,857,1732
758,36.9,-120.80000000000001,36.90094421357788,-120.81373846043168,257,573
759,36.9,-120.7,36.869294650409415,-120.67862947798282,43,85
760,36.9,-120.60000000000001,36.8890603235174,-120.58043030902256,51,102
761,36.9,-120.5,36.87929011313474,-120.49988474052091,84,171
762,36.9,-120.4,36.86237889056446,-120.41146061667865,45,92
763,36.9,-120.30000000000001,36.88274855243408,-120.29498089021013,80,162
764,36.9,-120.2,36.906193949152545,-120.18540140677966,59,118
765,36.9,-120.10000000000001,36.90633484506856,-120.08517878178459,273,539
766,36.9,-120.0,36.91566009245064,-120.01444963445375,1075,2159
767,36.9,-119.9,36.89033946607199,-119.91709484181546,365,731
768,36.9,-119.80000000000001,36.90421019335958,-119.79434588160332,928,1854
769,36.9,-119.7,36.89083700595805,-119.70993123308057,362,725
770,36.9,-119.60000000000001,36.864178398259696,-119.59667536175128,99,191
771,36.9,-119.5,36.90268297180187,-119.51305885068268,145,295
772,36.9,-119.30000000000001,36.87708851525625,-119.31738104869478,46,92
773,36.9,-118.2,36.90035463641381,-118.23944617177591,35,70
774,37.0,-122.2,37.01494901819988,-122.19044710371338,146,307
775,37.0,-122.10000000000001,37.01379015836985,-122.08283864042481,440,877
776,37.0,-122.0,36.989135663467884,-121.99348272301016,4483,9013
777,37.0,-121.9,36.97803460687273,-121.90139221279381,2271,4543
778,37.0,-121.80000000000001,36.97260938176708,-121.79326625364648,595,1206
779,37.0,-121.7,36.9894690455414,-121.70620605075374,645,1314
780,37.0,-121.60000000000001,36.9966196536902,-121.56400236662998,1325,2663
781,37.0,-121.5,36.991502503881314,-121.51710015671235,845,1741
782,37.0,-121.4,36.97680968010844,-121.39594934466366,441,896
783,37.0,-121.30000000000001,37.036704967796645,-121.29919380468802,254,513
784,37.0,-120.9,37.00051270739916,-120.89977015048478,244,495
785,37.0,-120.80000000000001,37.018049792077434,-120.83422850328942,78,156
786,37.0,-120.7,36.98442557604851,-120.66113518638083,71,142
787,37.0,-120.60000000000001,37.00508110759136,-120.61987414563866,252,512
788,37.0,-120.30000000000001,36.99788395417568,-120.2918068891656,32,63
789,37.0,-120.2,37.02802851072365,-120.17070490453264,152,303
790,37.0,-120.10000000000001,36.9869358286878,-120.08708431657234,1485,2993
791,37.0,-120.0,36.985804553092215,-120.01762513239642,250,499
792,37.0,-119.9,36.990021298977794,-119.89528767879428,125,254
793,37.0,-119.80000000000001,37.00095367490761,-119.79231033509247,184,378
794,37.0,-119.7,36.991943190285006,-119.70161701174288,242,485
795,37.0,-119.60000000000001,36.98220704389049,-119.61598129977203,132,264
796,37.0,-119.5,37.000395121238114,-119.51369865596513,302,620
797,37.0,-119.4,37.00870125394495,-119.40795656033453,110,220
798,37.0,-118.2,37.000586702492264,-118.2334134499,22,44
799,37.1,-122.30000000000001,37.11175974626759,-122.29874572379369,75,154
800,37.1,-122.2,37.12588353294528,-122.17531736757341,57,113
