cell_id,glat,glng,lat,lng,count,weight
322,34.7,-118.80000000000001,34.690883229579484,-118.7803687900029,602,1421
323,34.7,-118.5,34.685996925,-118.47010707500002,40,80
324,34.7,-118.4,34.67422581409203,-118.3918796758332,84,169
325,34.7,-118.30000000000001,34.70562180609443,-118.29444555521953,163,326
326,34.7,-118.2,34.68359440926033,-118.17803615586564,998,2024
327,34.7,-118.10000000000001,34.70564527820378,-118.118345632609,271,556
328,34.7,-118.0,34.69868933295829,-118.00224780500837,156,318
329,34.7,-117.9,34.69648452559095,-117.90116855201767,108,222
330,34.7,-117.80000000000001,34.688765394156896,-117.81137364497347,74,153
331,34.7,-117.7,34.69199428125,-117.706911625,32,64
332,34.7,-117.5,34.72443201897209,-117.4615791761394,21,44
333,34.7,-117.4,34.72006474152066,-117.3832046804951,30,60
334,34.7,-117.30000000000001,34.725346488168356,-117.33273391291769,88,178
335,34.7,-117.2,34.697588025280325,-117.20392746508941,111,235
336,34.7,-114.60000000000001,34.72124072898438,-114.58878539896317,73,152
337,34.7,-114.5,34.72407104213272,-114.52861580791469,73,160
338,34.800000000000004,-120.5,34.78502774041565,-120.50029682073358,181,373
339,34.800000000000004,-120.4,34.79508295437117,-120.42034197856307,196,393
340,34.800000000000004,-120.30000000000001,34.78704581735749,-120.32204168791698,141,283
341,34.800000000000004,-119.10000000000001,34.837955015252454,-119.09346878794443,38,75
342,34.800000000000004,-119.0,34.81767218514145,-118.99135783324051,91,182
343,34.800000000000004,-118.9,34.818463778760346,-118.87589974705025,647,1431
344,34.800000000000004,-118.80000000000001,34.77088042658488,-118.807489647706,485,1106
345,34.800000000000004,-118.7,34.77313888991397,-118.7033751066864,48,103
346,34.800000000000004,-118.60000000000001,34.77947572739726,-118.59837460575343,73,152
347,34.800000000000004,-118.5,34.77428036764706,-118.50312094117646,68,140
348,34.800000000000004,-118.4,34.77816472941176,-118.40487603529411,85,187
349,34.800000000000004,-118.30000000000001,34.78329653558878,-118.29168728968021,162,336
350,34.800000000000004,-118.2,34.80263048094934,-118.17716148277349,515,1057
351,34.800000000000004,-118.10000000000001,34.765193691982,-118.11823899193357,78,166
352,34.800000000000004,-118.0,34.76323292307693,-117.99799161538462,26,56
353,34.800000000000004,-117.5,34.80120038901977,-117.48711548267455,23,50
354,34.800000000000004,-117.30000000000001,34.76975645454545,-117.30736978181817,55,110
355,34.800000000000004,-117.2,34.77428042905575,-117.1742558146734,178,399
356,34.800000000000004,-117.10000000000001,34.814446314879106,-117.10126809137121,258,565
357,34.800000000000004,-114.60000000000001,34.8014134614008,-114.59212499757123,185,397
358,34.9,-120.60000000000001,34.93102162065311,-120.57387226038254,34,67
359,34.9,-120.5,34.89599667039597,-120.48871766953292,308,630
360,34.9,-120.4,34.89296630254989,-120.41937453231687,1525,3059
361,34.9,-120.30000000000001,34.88694530171534,-120.31718241114393,130,258
362,34.9,-119.7,34.94551175609757,-119.6839424390244,41,82
363,34.9,-119.60000000000001,34.928239064516134,-119.60272867741935,31,62
364,34.9,-119.5,34.93369578131432,-119.48946584871629,48,101
365,34.9,-119.2,34.85258661904762,-119.16468942857144,21,42
366,34.9,-119.10000000000001,34.85210837939068,-119.12930100251623,30,60
367,34.9,-118.9,34.908832207175344,-118.91543375419761,774,1721
368,34.9,-118.30000000000001,34.89241796551724,-118.29285870689655,58,116
369,34.9,-118.2,34.87097320268873,-118.17549356627023,765,1532
370,34.9,-118.10000000000001,34.89597613920001,-118.14610038317416,33,66
371,34.9,-117.5,34.90418206181192,-117.51652895960974,38,80
372,34.9,-117.4,34.93670903182063,-117.37887080412446,29,58
373,34.9,-117.30000000000001,34.92366685149868,-117.30639871466387,51,102
374,34.9,-117.2,34.91944368510342,-117.191279426492,63,131
375,34.9,-117.10000000000001,34.87463105571958,-117.09295866423072,488,1024
376,34.9,-114.60000000000001,34.86249477560707,-114.63167501481934,51,102
377,35.0,-120.60000000000001,35.006985840807445,-120.56835286268858,275,555
378,35.0,-120.5,35.014535591561504,-120.49076727096725,1037,2081
379,35.0,-120.4,34.98286084675871,-120.42477571040098,674,1362
380,35.0,-120.30000000000001,35.02063601139946,-120.31757134159324,55,112
381,35.0,-120.2,35.02000441127438,-120.20638762872072,71,145
382,35.0,-119.80000000000001,34.99043332503408,-119.79711274536986,24,48
383,35.0,-119.7,34.9637921788087,-119.72541318858885,20,40
384,35.0,-119.4,34.98744019606389,-119.42956748770014,78,160
385,35.0,-119.0,35.01436737028272,-118.95611650143799,258,544
386,35.0,-118.9,34.987631862798175,-118.94046607430757,356,751
387,35.0,-118.30000000000001,34.99172141533308,-118.29258825819699,42,90
388,35.0,-118.2,35.01017594547355,-118.1698009840035,254,510
389,35.0,-118.10000000000001,35.02393939619517,-118.11506103382872,93,186
390,35.0,-118.0,35.018036171823105,-117.99760268716099,31,62
391,35.0,-117.9,35.01080238595541,-117.90270120887511,78,156
392,35.0,-117.80000000000001,35.007894582262686,-117.80737736327487,75,149
393,35.0,-117.7,35.00496819307337,-117.6974212681536,107,213
394,35.0,-117.60000000000001,35.005050965891854,-117.62315014740679,122,260
395,35.0,-117.5,34.99189218605148,-117.53838390910148,152,320
